Using custom data configuration default-97e4152d5e42b741
 0 tables [00:00, ? tables/s]                              Special tokens have been added in the vocabulary, make sure the associated word embedding are fine-tuned or trained.
0.125,t'agraden les meves noves ulleres de sol ray-ban,t'agraden les meves noves ulleres de sol reivan
0.09090909090909091,has provat ràpid com un llamp per enviar diners a l'estranger,has provat ràpid com un llam per enviar diners a l'estranger
0.0,la senyoreta joana tenia molta paciència,la senyoreta joana tenia molta paciència
0.1111111111111111,has de visitar les coves de salnitre de collbató,has de visitar les coves de salnitra de collbató
0.125,la selecció espanyola de futbol juga a akitakata,la selecció espanyola de futbol juga a eqitacata
0.2222222222222222,ens trobarem a la parada de metro ciutadella-vila olímpica,ens trobarem a la parada de metro ciutadella vila olímpica
0.2727272727272727,vam esquiar a lles de cerdanya amb la família d'uns amics,va mesquiar a ies de cerdanya amb la família d'uns amics
0.07692307692307693,martí gironell va escriure el pont dels jueus una novel·la ambientada a besalú,martí girorell va escriure el pont dels jueus una novel·la ambientada a besalú
0.1875,sí els majoristes de hardware i software que van començar a barcelona són els de techdata,sí els majoristes de hadware i software que van començar a barcelona són les de tec-data
0.09090909090909091,vueling és molt coneguda arreu del món però per males raons,welling és molt coneguda arreu del món però per males raons
0.0,encara no sé si les hamburgueses vénen d'hamburg,encara no sé si les hamburgueses vénen d'hamburg
0.0,la revista salut per a les dones no té competència en el mercat,la revista salut per a les dones no té competència en el mercat
0.09090909090909091,la família de francesc ferrer ferret va fer negocis a l'havana,la família de francesc ferrer farret va fer negocis a l'havana
0.5,quan obren a mercadona,quan obra no mercadona
0.0,jordi cruz és un xef molt televisiu,jordi cruz és un xef molt televisiu
0.14285714285714285,des de sempre li havia agradat ottawa,des de sempre li havia agradat otaua
0.18181818181818182,les empreses del fortuna cinc-cents són les més grans del món,les empreses dal fortuna cinccents són les més grans del món
0.1111111111111111,a etiòpia ja fa temps que no passen gana,a etiòpia ja fa temps que no passen ghana
0.2857142857142857,ha comprat roba interior sexi a intimissimi,ha comprat rob interior sexi a intimíssimi
0.125,gaby és el diminutiu de gabriel o gabriela,gabi és el diminutiu de gabriel o gabriela
0.2222222222222222,vaig trucar a tèrmic calefacció perquè reparessin la caldera,vaig trucar a terme calefacció perquè reparessen la caldera
0.2857142857142857,justin timberlake és un artista bastant polifacètic,jastim timberleick és un artista bastant polifacètic
0.0,són les dues i cinc minuts,són les dues i cinc minuts
0.2857142857142857,els de sabadell tenen un centre comercial,els dels sabadells tenen un centre comercial
0.0,per la mare de déu d'agost a les set ja és fosc,per la mare de déu d'agost a les set ja és fosc
0.25,zinedine zidane és aficionat als cops de cap,zinedinzidant és aficionat als cops de cap
0.125,hi ha una botigueta de càrniques toni josep a la vora de la sortida del metro,hi ha una botigueta de càrmica estoni josep a la vora de la sortida del metro
0.0,la meva mare diu que robert redford és l'únic ros que li sembla atractiu,la meva mare diu que robert redford és l'únic ros que li sembla atractiu
0.0,a montenegro hi ha una barreja de cultures molt interessant,a montenegro hi ha una barreja de cultures molt interessant
0.16666666666666666,què té arenys de mar que ha donat fills tan il·lustres com el pedagog francesc flos i calcat,què té arenys de marca ha donat fills tan il·lustres com el pedagog francesc flors i calcat
0.0,el parc nacional suís és un dels paratges més meravellosos,el parc nacional suís és un dels paratges més meravellosos
0.1111111111111111,no havia sentit mai a parlar de l'estadi anfield,no havia sentit mai a parlar de l'estadi enfield
0.4,byly fa desodorants en crema,vilifa desodorants en crema
0.18181818181818182,nacha pop és un bon grup per començar a escoltar pop,natcapop és un bon grup per començar a escoltar pop
0.0,un dia m'agradaria anar a tòquio a menjar sushi,un dia m'agradaria anar a tòquio a menjar sushi
0.125,de puig-reig els seus habitants en diuen porreig,de puig-reig els seus habitants en diuen purreig
0.0,alexandre galí va ser un pedagog renovador que va impulsar el model d'escola activa,alexandre galí va ser un pedagog renovador que va impulsar el model d'escola activa
0.375,andy murray és un campió escocès de tennis,andi-murray és un campió escocès de tenis
0.0,gonvauto és una empresa de components d'automoció de matriu espanyola i àmbit d'actuació mundial,gonvauto és una empresa de components d'automoció de matriu espanyola i àmbit d'actuació mundial
0.1111111111111111,beatriz segura sembla molt més jove del que és,beatrit segura sembla molt més jove del que és
0.0,la biblioteca jaume fuster és molt moderna,la biblioteca jaume fuster és molt moderna
1.0,el gentilici d'avià és avianès o avianesa,el gentilisci de àvia és a vianès o a vienesa
0.2727272727272727,l'aina clotet és una actriu catalana filla del doctor bonaventura clotet,laanna clutet és una actriu catalana filla del doctor bonaventura clutet
0.0,tinc família a rubí i no he anat mai a visitar-la,tinc família a rubí i no he anat mai a visitar-la
0.15789473684210525,tan grat li era el seu ofici que fins al setantè aniversari es va resistir a deixar la feina,tan gran li era el seu ofici que fins als setanta aniversari es va resistir a deixar la feina
0.08333333333333333,hi ha hagut una nova polèmica per l'última entrevista de jordi évole,hi ha hagut una nova polèmica per l'última entrevista de jordi evole
0.0,el príncep guillem un dia serà rei d'anglaterra,el príncep guillem un dia serà rei d'anglaterra
0.0,nani roma és gros alt fort i té la veu greu,nani roma és gros alt fort i té la veu greu
0.0,faig classes d'alemany cada dia de dilluns a divendres,faig classes d'alemany cada dia de dilluns a divendres
0.13333333333333333,en aquesta llista amb tants escriptors hi surt jordi cabré però han oblidat jaume cabré,en aquesta llista amb tants escriptors hi surt jordi cabrer però han oblidat jaume cabre
0.42857142857142855,anàvem caminant a begues quan érem petits,anavem caminant a vegues quan eren petits
0.0,sant feliu de codines està perdent o guanyant habitants,sant feliu de codines està perdent o guanyant habitants
0.3333333333333333,el mercat ha afavorit l'estratègia d'indulleida,el mercat ha afavorir l'estratègia d'endudeia
0.13333333333333333,a vegades crec que fernando alonso no sap què dir a les rodes de premsa,a vegades crec que fernando a lonso no sap què dir a les rodes de premsa
0.0,les pastilles del doctor esteve van bé contra la tos,les pastilles del doctor esteve van bé contra la tos 24%|██▎       | 940/3976 [02:10<06:40,  7.58ex/s] 24%|██▎       | 941/3976 [02:10<06:38,  7.62ex/s] 24%|██▎       | 942/3976 [02:10<06:40,  7.57ex/s] 24%|██▎       | 944/3976 [02:10<06:19,  7.98ex/s] 24%|██▍       | 945/3976 [02:10<06:01,  8.38ex/s] 24%|██▍       | 946/3976 [02:11<06:42,  7.53ex/s] 24%|██▍       | 947/3976 [02:11<06:41,  7.54ex/s] 24%|██▍       | 948/3976 [02:11<07:02,  7.16ex/s] 24%|██▍       | 949/3976 [02:11<07:51,  6.42ex/s] 24%|██▍       | 950/3976 [02:11<08:34,  5.89ex/s] 24%|██▍       | 951/3976 [02:11<07:50,  6.43ex/s] 24%|██▍       | 952/3976 [02:12<07:33,  6.66ex/s] 24%|██▍       | 953/3976 [02:12<07:45,  6.49ex/s] 24%|██▍       | 954/3976 [02:12<08:21,  6.03ex/s] 24%|██▍       | 955/3976 [02:12<08:56,  5.63ex/s] 24%|██▍       | 956/3976 [02:12<07:54,  6.36ex/s] 24%|██▍       | 957/3976 [02:12<08:46,  5.74ex/s] 24%|██▍       | 958/3976 [02:13<07:41,  6.54ex/s] 24%|██▍       | 959/3976 [02:13<07:36,  6.61ex/s] 24%|██▍       | 961/3976 [02:13<06:50,  7.34ex/s] 24%|██▍       | 962/3976 [02:13<06:45,  7.43ex/s] 24%|██▍       | 964/3976 [02:13<06:01,  8.34ex/s] 24%|██▍       | 965/3976 [02:13<06:58,  7.19ex/s] 24%|██▍       | 966/3976 [02:14<08:02,  6.24ex/s] 24%|██▍       | 967/3976 [02:14<07:33,  6.64ex/s] 24%|██▍       | 969/3976 [02:14<06:41,  7.48ex/s] 24%|██▍       | 970/3976 [02:14<06:43,  7.45ex/s] 24%|██▍       | 971/3976 [02:14<07:09,  7.00ex/s] 24%|██▍       | 972/3976 [02:14<07:46,  6.44ex/s] 24%|██▍       | 974/3976 [02:15<07:36,  6.58ex/s] 25%|██▍       | 975/3976 [02:15<08:18,  6.03ex/s] 25%|██▍       | 976/3976 [02:15<07:40,  6.51ex/s] 25%|██▍       | 978/3976 [02:15<06:58,  7.17ex/s] 25%|██▍       | 979/3976 [02:15<08:55,  5.59ex/s] 25%|██▍       | 980/3976 [02:16<09:26,  5.29ex/s] 25%|██▍       | 981/3976 [02:16<08:11,  6.09ex/s] 25%|██▍       | 982/3976 [02:16<07:44,  6.45ex/s] 25%|██▍       | 983/3976 [02:16<08:45,  5.70ex/s] 25%|██▍       | 984/3976 [02:16<07:45,  6.43ex/s] 25%|██▍       | 985/3976 [02:16<08:09,  6.11ex/s] 25%|██▍       | 986/3976 [02:17<07:17,  6.83ex/s] 25%|██▍       | 988/3976 [02:17<07:00,  7.10ex/s] 25%|██▍       | 989/3976 [02:17<07:22,  6.75ex/s] 25%|██▍       | 990/3976 [02:17<07:42,  6.45ex/s] 25%|██▍       | 991/3976 [02:17<07:23,  6.72ex/s] 25%|██▍       | 992/3976 [02:17<08:11,  6.07ex/s] 25%|██▍       | 993/3976 [02:18<09:37,  5.16ex/s] 25%|██▌       | 994/3976 [02:18<09:06,  5.45ex/s] 25%|██▌       | 995/3976 [02:18<08:24,  5.91ex/s] 25%|██▌       | 996/3976 [02:18<07:53,  6.29ex/s] 25%|██▌       | 997/3976 [02:18<07:36,  6.53ex/s] 25%|██▌       | 999/3976 [02:18<06:32,  7.58ex/s] 25%|██▌       | 1000/3976 [02:23<1:10:45,  1.43s/ex] 25%|██▌       | 1001/3976 [02:23<52:34,  1.06s/ex]   25%|██▌       | 1002/3976 [02:23<38:47,  1.28ex/s]
0.25,a mediamarket tenen una bona oferta de televisors,a media màrcat tenen una bona oferta de televisors
0.0,la sagrada família és un projecte arquitectònic d'antoni gaudí,la sagrada família és un projecte arquitectònic d'antoni gaudí
0.11764705882352941,des de que es va comprar el renault que no se li veu el pèl sempre viatja,des que es va comprar el reno que no se li veu el pèl sempre viatja
0.0,jo coneixia una noia de balaguer,jo coneixia una noia de balaguer
0.375,el plusfresc és de la cadena supermercats pujol,el plus fresc és de la cadena de supermercats pujol
0.09090909090909091,a sant carles de la ràpita hi ha molta tradició taurina,a sant carles de la ràpita hi ha molta tradició taorina
0.23076923076923078,emilio gil blind va ser campió d'espanya de pesos lleugers als anys vint,emílio gil-bleind va ser campió d'espanya de pesos lleugers als anys vint
0.0,porta una moto honda des de fa temps i n'està contenta,porta una moto honda des de fa temps i n'està contenta
0.14285714285714285,el nostre principal inversor és constructora pirenaica,el nostre principal inversor és constructora piranaica
0.0,la cosina de la meva tieta va anar a menjar figues a surinam,la cosina de la meva tieta va anar a menjar figues a surinam
0.07692307692307693,jaume fort és un altre dels exjugadors d'handbol sorgits del bressol de granollers,jaume fort és un altra dels exjugadors d'handbol sorgits del bressol de granollers
0.4,si imaginem la postal més típica de parís no hi pot faltar la torre eiffel,s'imaginen lapostal més típica de parís no hi pot faltar la torre-fel
0.0,a la tardor cauen les fulles dels arbres,a la tardor cauen les fulles dels arbres
0.25,a campdevànol organitzen cada nadal un pessebre vivent,a campdevànul organitzem cada nadal un pessebre vivent
0.09090909090909091,qui no recorda l'ambrosio el majordom de l'anunci de ferrero rocher,qui no recorda l'embrosio el majordom de l'anunci de ferrero rocher
0.25,l'aeroport internacional de kuala lumpur és un dels nexes més importants d'àsia,l'aeroport internacional de qual a lumpur és un dels nnexes més importants d'àsia
0.0,ho deixo tot i me'n vaig a viure en una cabana a montana,ho deixo tot i me'n vaig a viure en una cabana a montana
0.07692307692307693,l'obra principal de josep maria gironella està centrada en la guerra civil espanyola,l'obra principal de josep maria i gironella està centrada en la guerra civil espanyola
0.0,els canals de venècia fan pudor,els canals de venècia fan pudor
0.2857142857142857,s'ha declarat un incendi forestal a masquefa,s'ha declarat un incendi forestal amb esquefa
0.0,la situació política a sèrbia és bastant complexa,la situació política a sèrbia és bastant complexa
0.125,quin any es va fundar la casa tarradellas,quin any es va fundar la casa terradelles
0.6666666666666666,la corrupció impera a kao corporation,la corrupció impere akao corporason
0.2857142857142857,els creuers a eslovènia són molt barats,els creuers d'eslovènia són molt barats
0.0,quin és el telèfon de fregadís,quin és el telèfon de fregadís
0.0625,si visiteu riad per no tenir problemes heu de tenir molt en compte els costums locals,si visiteu riat per no tenir problemes heu de tenir molt en compte els costums locals
0.0,la planta de badia del vallès reprodueix el mapa de la península ibèrica i les illes balears,la planta de badia del vallès reprodueix el mapa de la península ibèrica i les illes balears
0.0,un amic meu va anar a fer pràctiques a birmingham,un amic meu va anar a fer pràctiques a birmingham
0.16666666666666666,sempre comprem els productes a vacarisses,sempre comprèn els productes a vacarisses
0.0,calaf es troba a la catalunya central,calaf es troba a la catalunya central
0.0,a sant fruitós del bages hi ha molts camins per fer-hi motocròs,a sant fruitós del bages hi ha molts camins per fer-hi motocròs
0.0,he enviat el paquet per missatgeria pijoan t'hauria d'arribar en els propers dies,he enviat el paquet per missatgeria pijoan t'hauria d'arribar en els propers dies
0.0,m'agrada la música que posen a l'aeroport de viena,m'agrada la música que posen a l'aeroport de viena
0.1111111111111111,molts nois de la meva escola vestien samarretes imperio,molts nois de la meva escola vestien samarretes impèrio
0.1,bisbal firma un nou disc de la mà de virgin,bisbal firma un nou disc de la mà de biargin
0.16666666666666666,quan tenia setze anys vaig fer un campus d'estiu amb úrsula corberó,quan tenia setze anys vaig fer un campus d'estiu a múrsula corberó
0.1111111111111111,crec que la capital de bangla desh és dacca,crec que la capital de bangla desh és daca
0.08333333333333333,a la botiga dones pots comprar roba de dona a preus econòmics,a la botiga d'ones pots comprar roba de dona a preus econòmics
0.23529411764705882,a l'entrada de l'ampolla hi van posar un cartell que deia benvingut si no ets del perelló,a l'entrada de l'ampolla hi van posar un cartel que del havienvingut si no és del perelló
0.08333333333333333,castellbell i el vilar és un bell nom de poble per pronunciar,castellvell i el vilar és un bell nom de poble per pronunciar
0.06666666666666667,josep berga i boix conegut com l'avi berga va fundar l'escola d'olot amb joaquim vayreda,josep berga i boix conegut com l'avi berga va fundar l'escola d'olot amb joaquim vairede
0.2,heidi klum ha aparegut en capítols esporàdics de moltes sèries,heydyclom ha aparegut en capítols esporàdics de moltes sèries
0.1111111111111111,els maquilladors professionals fan servir la marca maria fradera,els maquilladors professionals fan servir la marca maria fredera
0.05555555555555555,l'estil narratiu de l'escriptor javier araguz està molt influït pel manga el món del còmic i els videojocs,l'estil narratiu de l'escriptor havier araguz està molt influït pel manga el món del còmic i els videojocs
0.0,l'aeroport d'alguaire està tan buit com el de castelló,l'aeroport d'alguaire està tan buit com el de castelló
0.2222222222222222,els suburbis de mogadiscio són cada cop més perillosos,els suburbis demojadiscio són cada cop més perillosos
0.3333333333333333,portes un look molt dels vuitanta,portes un luc molt des vuitanta
0.125,a la fageda fan productes bio i dietètics,a la fageda fan productes bio i idietètics
0.0,els rellotges d'omega no solen durar gaire,els rellotges d'omega no solen durar gaire
0.3,de camí a andorra parem a organyà per comprar embotits,de camí a andorra perema organyar per comprar embotits
0.16666666666666666,vic és la ciutat dels sants de la novel·la de miquel llor,vic és la ciutat dels sans de la novel·la de miquel lor
0.2,els all blacks són els més famosos de nova zelanda,els ol blacs són els més famosos de nova zelanda
0.2,els dibuixos de walt disney mai no passen de moda,els dibuixos de waldisney mai no passen de moda
0.0,haití va patir un terratrèmol fa cinc anys,haití va patir un terratrèmol fa cinc anys
0.0,a sant pere pescador es poden practicar molts esports nàutics,a sant pere pescador es poden practicar molts esports nàutics
0.16666666666666666,al met hi ha un retrat de picasso d'un tal josep fontdevila,al met hi ha un retrat de picasso d'un tol josep fundevila
0.07692307692307693,l'arc de roda de berà es troba en un estat de conservació impecable,l'art de roda de berà es troba en un estat de conservació impecable
0.3333333333333333,quan érem petits tots miràvem el tarota als matins,quan eren petits tots miràvem al terota als matins
0.0,publiquen la revista cada quinzena,publiquen la revista cada quinzena
0.23076923076923078,la festa dels fruits del palau d'anglesola es celebra el mes de novembre,la festa de fruit del palau d'anglesola es celebra al mes de novembre
0.3333333333333333,els texans de pepe jeans no són especialment barats,els taxans de ppgins no són especialment barats
0.16666666666666666,un entrepà d'anxoves de l'escala és el més bo que hi ha,un entrepà d'an xoves de l'escala és el més bo que hi ha
0.09090909090909091,la meva germana de gran volia ser com la maria carey,la meva germana de gran volia ser com la maria carei
0.0,pel maig cada dia un raig,pel maig cada dia un raig 25%|██▌       | 1004/3976 [02:24<28:54,  1.71ex/s] 25%|██▌       | 1005/3976 [02:24<22:15,  2.22ex/s] 25%|██▌       | 1007/3976 [02:24<17:44,  2.79ex/s] 25%|██▌       | 1008/3976 [02:24<14:18,  3.46ex/s] 25%|██▌       | 1009/3976 [02:24<12:45,  3.88ex/s] 25%|██▌       | 1010/3976 [02:24<11:37,  4.25ex/s] 25%|██▌       | 1011/3976 [02:25<10:08,  4.87ex/s] 25%|██▌       | 1012/3976 [02:25<08:35,  5.75ex/s] 25%|██▌       | 1013/3976 [02:25<08:50,  5.59ex/s] 26%|██▌       | 1014/3976 [02:25<08:29,  5.82ex/s] 26%|██▌       | 1015/3976 [02:25<08:15,  5.98ex/s] 26%|██▌       | 1016/3976 [02:25<07:37,  6.47ex/s] 26%|██▌       | 1018/3976 [02:25<06:41,  7.38ex/s] 26%|██▌       | 1019/3976 [02:26<07:03,  6.98ex/s] 26%|██▌       | 1020/3976 [02:26<08:18,  5.93ex/s] 26%|██▌       | 1022/3976 [02:26<07:17,  6.76ex/s] 26%|██▌       | 1023/3976 [02:26<08:19,  5.91ex/s] 26%|██▌       | 1024/3976 [02:26<07:50,  6.27ex/s] 26%|██▌       | 1025/3976 [02:27<08:36,  5.71ex/s] 26%|██▌       | 1026/3976 [02:27<08:20,  5.89ex/s] 26%|██▌       | 1027/3976 [02:27<07:50,  6.26ex/s] 26%|██▌       | 1028/3976 [02:27<07:25,  6.62ex/s] 26%|██▌       | 1030/3976 [02:27<06:41,  7.33ex/s] 26%|██▌       | 1031/3976 [02:27<06:56,  7.07ex/s] 26%|██▌       | 1032/3976 [02:28<07:13,  6.80ex/s] 26%|██▌       | 1033/3976 [02:28<07:02,  6.96ex/s] 26%|██▌       | 1034/3976 [02:28<06:50,  7.17ex/s] 26%|██▌       | 1035/3976 [02:28<06:38,  7.38ex/s] 26%|██▌       | 1036/3976 [02:28<08:32,  5.73ex/s] 26%|██▌       | 1037/3976 [02:28<07:53,  6.21ex/s] 26%|██▌       | 1039/3976 [02:29<06:56,  7.04ex/s] 26%|██▌       | 1040/3976 [02:29<07:35,  6.45ex/s] 26%|██▌       | 1041/3976 [02:29<07:39,  6.39ex/s] 26%|██▌       | 1042/3976 [02:29<07:36,  6.42ex/s] 26%|██▌       | 1043/3976 [02:29<08:03,  6.06ex/s] 26%|██▋       | 1045/3976 [02:29<07:23,  6.61ex/s] 26%|██▋       | 1046/3976 [02:30<07:21,  6.64ex/s] 26%|██▋       | 1048/3976 [02:30<06:31,  7.48ex/s] 26%|██▋       | 1049/3976 [02:30<06:05,  8.01ex/s] 26%|██▋       | 1050/3976 [02:30<06:09,  7.92ex/s] 26%|██▋       | 1051/3976 [02:30<06:30,  7.48ex/s] 26%|██▋       | 1052/3976 [02:30<06:25,  7.59ex/s] 26%|██▋       | 1053/3976 [02:30<05:58,  8.16ex/s] 27%|██▋       | 1054/3976 [02:31<06:21,  7.67ex/s] 27%|██▋       | 1055/3976 [02:31<06:17,  7.75ex/s] 27%|██▋       | 1057/3976 [02:31<05:51,  8.31ex/s] 27%|██▋       | 1058/3976 [02:31<06:06,  7.96ex/s] 27%|██▋       | 1059/3976 [02:31<06:10,  7.88ex/s] 27%|██▋       | 1061/3976 [02:31<06:26,  7.54ex/s] 27%|██▋       | 1062/3976 [02:32<06:20,  7.65ex/s] 27%|██▋       | 1063/3976 [02:32<06:18,  7.70ex/s] 27%|██▋       | 1064/3976 [02:32<07:41,  6.31ex/s]
0.08333333333333333,els camions de calsina es poden veure per europa sobretot per frança,els camions de calzina es poden veure per europa sobretot per frança
0.14285714285714285,durant el principi de la primavera es poden comprar tulipes a l'aeroport d'amsterdam schiphol,durant el principi de la primavera es poden comprar tolipes a l'aeroport d'amsterdam sipholl
0.0,el dia de la setmana que em llevo més tard és el diumenge,el dia de la setmana que em llevo més tard és el diumenge
0.1,el noi de torelló era molt però que molt bufó,el noi de torelló era molt però que molt bufor
0.0,atenes és una ciutat molt sorollosa però molt interessant,atenes és una ciutat molt sorollosa però molt interessant
0.0,el pantà de flix és radioactiu,el pantà de flix és radioactiu
0.14285714285714285,al museu de trens de vilanova i la geltrú no hi he anat mai,el museu de trens de vilanova i la geltrú no hi ha anat mai
0.0,l'aleix no m'ha caigut mai bé,l'aleix no m'ha caigut mai bé
0.125,shanghai és la ciutat més poblada del món,xangai és la ciutat més poblada del món
0.0,la meva cançó preferida del serrat és me'n vaig a peu,la meva cançó preferida del serrat és me'n vaig a peu
0.23529411764705882,no tinc ni idea de què va escriure pere coromines però sé que tenia un bigoti divertit,no tinc idea de què va escriure pere conomines però sé que tenia un bigot i divertit
0.0,jordi galí pertany a una família amb antecedents en el món de la pedagogia,jordi galí pertany a una família amb antecedents en el món de la pedagogia
0.0,m'agrada molt la música de colòmbia,m'agrada molt la música de colòmbia
0.5714285714285714,has participat en algun dels esdeveniments d'adidas,és participat en algun deesdeveniments dadidas
0.0,girona m'enamora,girona m'enamora
0.0,la polinèsia francesa és un destí turístic de parelles casades,la polinèsia francesa és un destí turístic de parelles casades
0.0,repsol és una de les petrolieres més grans i amb més poder del món,repsol és una de les petrolieres més grans i amb més poder del món
0.3,britney spears va ser molt famosa quan érem més joves,bridnispers va ser molt famosa quan éren més joves
0.2857142857142857,s'ha comprat unes ullerestous per fer esport,s'ha comprat unes ulleres tous per fer esport
0.2727272727272727,cada dia al matí em raspallo les dents amb pasta elmex,cada matí em respallo les dents amb pasta elmex
0.09090909090909091,als llibres de joan corbella sempre apareix ell a la portada,els llibres de joan corbella sempre apareix ell a la portada
0.0,acciona és líder en infraestructures energies renovables industrial aigua i serveis,acciona és líder en infraestructures energies renovables industrial aigua i serveis
0.375,recordo especialment les meravelloses migdiades d'estiu a seva,recordo especialment les meravelloses més diades d'estiu a ceba
0.2,la cerdanya és una comarca bellíssima repartida entre dos estats,la cerdanya és una comarca ballíssima repartida en dos estats
0.16666666666666666,quan arribi als noranta anys m'asseuré a veure com passa la vida,quan arribi els noranta anys m'assauré a veure com passa la vida
0.15384615384615385,tant de bo que els fujimori no tornin a governar mai el perú,tant de bo que el fugimori no tornin a governar mai el perú
0.0,a punt per pescar és una aplicació per lligar,a punt per pescar és una aplicació per lligar
0.0,si travesses el maresme de ben segur que veuràs la platja de premià de mar,si travesses el maresme de ben segur que veuràs la platja de premià de mar
0.06666666666666667,les vambes que porten una essa molt grossa al costat són de la marca sofia,les bambes que porten una essa molt grossa al costat són de la marca sofia
0.3076923076923077,jordi rebellón es va fer popular com a doctor vilches a hospital central,jordi rebellon es va fer popular com a adoptor vilxes a l'hospital central
0.07142857142857142,estic convençut que fumar tabac ducados és tan dolent com fumar qualsevol altra marca,estic convençut que fumar tabac d'ucados és tan dolent com fumar qualsevol altra marca
0.0,cadaqués és el poble preferit de moltíssima gent,cadaqués és el poble preferit de moltíssima gent
0.25,els dònuts a casa donuts són molt bons,els dònots a casa donus són molt bons
0.125,el pa amb tomàquet és tan reconegut que les cadenes asiàtiques tenen noms com ara tomatacat,el pamb tomàquet és tan reconegut que les cadenes asiàtiques tenen noms com ara tomatacat
0.7142857142857143,aquests banquers porten sempre corbates d'adolfo domínguez,aquests banquells porten sempre corbata de dofa d'oninge
0.36363636363636365,l'actriu dakota johnson és filla de la també actriu melanie griffith,l'actriu de cota johnson és filla de la també actriu melanigrifit
0.2222222222222222,estan obrint franquícies de marco pizza per tot arreu,estan obrint franquícies de marcopizza per tot arreu
0.0,la sol·licitud d'ajuts de l'escorxador frigorífic d'osona indica que pot haver-hi problemes,la sol·licitud d'ajuts de l'escorxador frigorífic d'osona indica que pot haver-hi problemes
0.0,la federació farmacèutica controla el mercat,la federació farmacèutica controla el mercat
0.05555555555555555,vull saber els horaris dels autobusos que van cap a guissona per menjar carn a l'àrea de gissona,vull saber els horaris dels autobusos que van cap a guissona per menjar carn a l'àrea de guissona
0.5,quedem a la benzinera de banyeres del penedès,quedena la venginera de banyera del penedès
0.0,francesc fontanella és conegut com un dels escriptors més ambiciosos del barroc català,francesc fontanella és conegut com un dels escriptors més ambiciosos del barroc català
0.2222222222222222,la fàbrica danone de barcelona fa uns iogurts boníssims,la fàbrica d'anoni de barcelona fa uns jogurts boníssims
0.08333333333333333,rolex és una de les marques de rellotges més conegudes del món,ròlex és una de les marques de rellotges més conegudes del món
0.1111111111111111,a l'uruguai es menja la millor carn de vedella,a l'uruguai es menja la millor carn de bedella
0.0,tinc un company de feina que és de l'equador,tinc un company de feina que és de l'equador
0.0,joan miró fou un dels pintors surrealistes més importants del món,joan miró fou un dels pintors surrealistes més importants del món
0.1,el pare de sergio busquets va ser porter del barça,el pare de sèrgia busquets va ser porter del barça
0.07692307692307693,quan tenia dotze anys vaig aprendre una frase en francès gràcies a pink,quan tenia dotze anys vaig aprendre una frase en francès gràcies a pinc
0.0,els porcs senglars baixen al poble d'olivella per buscar menjar,els porcs senglars baixen al poble d'olivella per buscar menjar
0.42857142857142855,l'assegurança em cobreix laboratoris del dr esteve,l'assegurança encobreix laboratoris del doctor esteve
0.0,són arxiconegudes les línies aèries vietnam aerolínies,són arxiconegudes les línies aèries vietnam aerolínies
0.125,no m'agrada ser el tretzè de la llista,no m'agrada ser el trotxe de la llista
0.0,ha estat fent excursionisme místic a l'himàlaia,ha estat fent excursionisme místic a l'himàlaia
0.2,pep guardiola estima molt el barça però sempre acaba marxant,pep guardiol estima molt al barça però sempre acaba marxant
0.0,lleidatana de pinsos ha entrat en un nou mercat,lleidatana de pinsos ha entrat en un nou mercat
0.42857142857142855,als supermercats aldi s'hi troba de tot,al supermercat zaldi s'hi troba de tot
0.0,el cantant daniel carbonell és més conegut pel nom de macaco,el cantant daniel carbonell és més conegut pel nom de macaco
0.125,finalment venus williams fa pública la seva homosexualitat,finalment venus welliams fa pública la seva homosexualitat
0.125,tony blair ha causat molta polèmica per la seva actuació respecte a la guerra de l'iraq,ton ibler ha causat molta polèmica per la seva actuació respecte a la guerra de l'iraq
0.0,sant hipòlit de voltregà era famós no sé si encara ho és pel seu equip d'hoquei sobre patins,sant hipòlit de voltregà era famós no sé si encara ho és pel seu equip d'hoquei sobre patins
